text,label
I just bought 3 containers of hand sanitizer and some face masks from behind the counter. Oh how times have changed #coronavirus #COVID19 #COVID,positive
business am top stories Majority of staff furloughed  Little consumer hope of summer travel return  US carriers set for 60bn state aid lifeline makes shore side redundancies Sign up here,positive
I work at a king soopers amidst the #Covid_19 outbreak. Within 15 minutes of opening my store I was threatened atleast 3 times due to the fact that we have limits on paper products. Please respect grocery workers we are doing everything we can to accomodate you.,positive
"Low gas prices, but nowhere to go. The irony of this pandemic. #coronavirus #stuckathome",negative
???? Enjoying the simple pleasure of a walk outside. Nature is truly soothing for the soul. #NatureWalks #PeacefulMoments,positive
We need to see this on everyone now @GMB #askDrH @piersmorgan my daughter was ridiculed in the supermarket when she went for food. @BorisJohnson #COVID?19 #COVIDIOTS #COVID19 #coronavirusuk #Covid_19 https://t.co/8Y4dNeygR3,negative
Staying in the House is not difficult for me...I????m an Introvert &amp; I ?? My Home! But I????m going to have a difficult time standing in a long line outside the grocery store to pick up a few items...#LifeAdjustment #COVID2019,positive
"@ShopeePH Ang hina ng Shopee PH mag isip! Lobby the government to rethink na payagan kayo because now is the perfect time for Filipinos to avoid going out by Online Shopping! Use PPE for Riders, social distancing when delivering or even No COD. #COVID2019",positive
"Grocery store workers are on the front lines, but they need more support and protection. #EssentialWorkers #COVID19",negative
"Seeing communities and businesses rally together during these times is the ultimate silver lining. Together, we're unstoppable! ???? #Unity #PandemicResponse",extremely positive
"Coronavirus 

Ask a Doctor Now ???? https://t.co/LpH9uYRiu2

#COVID19 #StayHome #SocialDistancing #Coronavirus #virus #icliniq100hrs #life #handwash #sanitizer #protection #prevention #celebrateyou #safety #onlinedoctor #home #CoronaVillains https://t.co/aG2evl0ouK",neutral
Government's response to COVID-19 is a joke! More concerned about politics than people's lives. #LeadershipFailure,extremely negative
Virtual workout classes have been a lifesaver. Keeping fit and connected! #HomeWorkout,positive
"As we are all practising #SocialDistancing more of our #shopping will be done online. Every time you do your online shopping via @easyuk, retailers donate money to Derby Grammar School, completely free.

Visit: https://t.co/0CEE0ZoUmG",positive
Exploring the impact of COVID-19 on global supply chains. How are industries adapting? #SupplyChain #PandemicEconomy,neutral
Really impressed with how quickly schools shifted to online learning. Teachers are real-life superheroes! #EducationHeroes ????????,extremely positive
@JoeDaveGomez Is this horse not tiptoeing to the supermarket for toilet rolls? #coronavirus #ToiletPaperPanic,neutral
"Healthcare heroes at risk and we're still arguing about masks?! Wake up, people! #FrontlineFrustration",extremely negative
The divide between rich and poor is only widening thanks to COVID. Disgusting. #InequalityExposed,extremely negative
They deliver our food stock our grocery stores and care for our kids so the rest of us may have the luxury of practicing social distancing NYLAG advocates for undocumented immigrants to receive a in this op ed via,positive
?????????? Virtual meetups and webinars are keeping me connected and informed. Grateful for technology! #DigitalConnection,positive
"To all the NHS staff, pharmacy staff, postal delivery staff, supermarket staff &amp; delivery drivers - thank you for everything you're doing. To all the hospitality &amp; catering staff in these uncertain times - be positive, we'll be needing you again soon ? #CoronaCrisis #Covid_19",positive
Washing stations in public spaces should be a no-brainer. Why are we still fighting for sanitizer? #coronavirusresponse,negative
Witnessing acts of kindness every day restores my faith in humanity. We'll get through this together. #KindnessIsContagious #COVID19,positive
"Shakira Praises Perfume Company Making Hand Sanitizer For Donations Amid Global Health Crisis #shakira #perfume #donation #coronavirus #covid19 #coronavirusnews #handsanitizer

https://t.co/8dBSnVKVxW https://t.co/hIBOiR8bIw",positive
so ur telling me you don????t expect me to be online shopping and spending all the money i????m not making because of covid-19 while quarantining myself,neutral
Hearing about the rising death toll every day is numbing and horrifying. #COVID19Deaths,extremely negative
"Can't believe the amount of misinformation out there about #COVID19. Check your sources, people!",negative
OPEC and allies agreed to a record cut of almost 10 million barrels per day in oil output to stabilize oil prices amid the pandemic and a price war,negative
@waitrose @jlpartnership Waitrose appears to be only supermarket that hasn????t announced a bonus for its hard working key worker staff in the #coronavirus crisis. I say ????staff???? because ????partners???? is a bit of a joke when the others have valued their peo,positive
"The way neighborhoods have come together for group fitness sessions, even if virtual, is heartwarming. #CommunityFitness #StayActive",extremely positive
"COVID-19 &amp; Food Security feature article in this month's AMIS Market Monitor. ""COVID-19 may spare global food markets, but not vulnerable countries: the pandemic poses a serious threat to food security at the local level."" Read more here: https://t.co/ykY4CuGdoZ https://t.co/wh6IFGXl7z",negative
There are queues inside and outside many shops today as people stock up on food and DIY items....surely this will spike Covid-19 cases in the next two weeks ?,positive
I miss the days when shopping didn't feel like entering a battlefield. #COVID19 #NewNormal,negative
Angry and heartbroken for all the lives lost due to this pandemic. This could have been managed better. #COVID19Deaths,extremely negative
Angry and helpless seeing the elderly suffer and isolated. We must do better for them. #COVID19 #ElderlyCare,extremely negative
finally conquered brands thanks to the Both and launched Tmall store to make up the sales drops caused by closing down of stores,positive
Wow!  Good on the #Weston family! #Covid_19 #coronavirus Thank You to all @CityofCornwall grocery store employees for keeping us fed! @unexia @JTowndale @BernadetteClem @tbennett15 https://t.co/BixSjDn1wr,extremely positive
"Hold the door: So the grocery store H-E-B knew in JANUARY the #coronavirus pandemic was coming, were communicating w/ China, &amp; were running tabletop exercises, and the Trump admin was asleep, absent, knew nothing?

How much more incompetence can one take?  https://t.co/1cYpnq5HTZ",negative
"I????m defo putting on my CV that I worked in a supermarket during COVID-19, must be mad if you don????t hire me #coronavirus",negative
"I????m really sick and tired of hearing about people not listening to what they are being advised to do strictly, just stop touching your face, stay home and only go out if you need a grocery store run and this will be over faster ?? #coronavirus",extremely negative
"Deals to buy indy practices will be less upfront and more backended. COVID-19 throws a curve ball at  RIA M&amp;A market, gut-punching valuations and causing fence-sitters to resolve to get the hell out, but Q1 prices hold their own https://t.co/R4js4NmcSE",negative
@NatRefCouncil @Safeway @kroger @SaveALot @WinCoFoods @AldiUSA @HEB @GiantEagle @Publix @Hannaford @Walmart @raleys @meijer @Wegmans @WeisMarkets To cut unneeded costs &amp; improve the bottom line of all #foodservice deploy our https://t.co/URT67YaILc du,positive
UAE entrepreneur rushes to meet #sanitizer demand as Middle East battles #coronavirus |  https://t.co/5n0QVdMkc4,negative
The hilarious grocery store items people aren't buying https://t.co/QRazhYTrWC via @nypost #Covid_19,positive
"@Kolinagirl @DonaldJTrumpJr Capital will always flow where it multiplies and that is an will stay #china because they can provide the best price and after #covid19 they can make prices cheaper to win back their customers.
That's how #CAPITALISM is.
At",extremely positive
???? It's uplifting to see global collaboration in finding solutions to this pandemic. #GlobalUnity,positive
"SUNSHINE Killit #handsanitizer. FREE 5 ml sample with $100 order. Kills #coronavirus! Let's kill this thing! For your Family, Friends, Team. Natural ingredients, #Jasmine scent; won't dry your skin! https://t.co/97jIoGTlpt #CoronavirusOutbreak #COVID19 https://t.co/MuiJNw7onb",extremely positive
???? Huge shoutout to delivery workers making sure we get our essentials safely. You're the real MVPs! #ThankYou,extremely positive
